date,location_id,city,location_type,daily_revenue,daily_profit,daily_items_sold
2022-01-04,LOC_018,Chicago,Mall,4292.099706027461,2700.2460084791555,437
2022-01-04,LOC_019,New York,Airport,9561.495663732474,5973.86202038162,981
2022-01-04,LOC_020,New York,Food Court,4587.679012292171,2897.764967356486,474
2022-01-04,LOC_021,Chicago,Standalone,875.8560314818325,541.1722674397208,84
2022-01-04,LOC_022,Chicago,Mall,4023.004181321201,2529.9771556516725,409
2022-01-04,LOC_023,Houston,Standalone,1567.6739430654716,946.8706682407131,154
2022-01-04,LOC_024,New York,Airport,14826.535211542656,9206.552596372307,1494
2022-01-04,LOC_025,New York,Standalone,3226.1802075131072,1988.4165122964805,301
2022-01-04,LOC_026,Chicago,Standalone,1735.783677274591,1052.1313420254244,170
2022-01-04,LOC_027,Chicago,Standalone,2382.8853481726837,1496.396444431493,229
2022-01-04,LOC_028,Los Angeles,Mall,4875.272309521461,3031.9270188618775,499
2022-01-04,LOC_029,New York,Street,2801.698261102344,1761.040220852346,297
2022-01-04,LOC_030,Chicago,Mall,4872.231805983366,3059.82388884764,499
2022-01-04,LOC_031,Los Angeles,Mall,3142.5338872964485,1944.4992505739915,312
2022-01-04,LOC_032,Houston,Food Court,4511.299875605106,2848.1011912965937,446
2022-01-04,LOC_033,Houston,Food Court,5447.0278048335485,3423.650115443074,549
2022-01-04,LOC_034,Los Angeles,Food Court,7255.26122533948,4572.058491288904,747
2022-01-04,LOC_035,Chicago,Street,3135.7451263886455,1920.8143247958642,338
2022-01-04,LOC_036,Chicago,Mall,6887.82464025232,4342.747089828379,733
2022-01-04,LOC_037,Miami,Street,2191.35003985171,1335.4094888964137,209
2022-01-04,LOC_038,Miami,Street,5001.697456846339,3138.1744748615047,507
2022-01-04,LOC_039,Los Angeles,Airport,11561.377538813218,7212.494650191182,1160
2022-01-04,LOC_040,Houston,Food Court,5559.872246164034,3473.67090372475,565
2022-01-04,LOC_041,Miami,Street,1303.4835117421926,823.1144645082079,144
2022-01-04,LOC_042,Chicago,Mall,5075.440551747337,3106.5575168239548,520
2022-01-04,LOC_043,Los Angeles,Mall,3562.6093120143,2207.533693051285,360
2022-01-04,LOC_044,Chicago,Airport,13031.89635663595,8119.892135321988,1344
2022-01-04,LOC_045,Chicago,Mall,6159.108096455902,3870.016481312335,620
2022-01-04,LOC_046,Los Angeles,Standalone,770.433740132785,464.5150239199951,81
2022-01-04,LOC_047,Chicago,Street,3940.8519241034173,2483.3292993754258,407
2022-01-04,LOC_048,Houston,Airport,16437.543147910983,10316.814707391546,1652
2022-01-04,LOC_049,Houston,Street,2158.8280418494232,1343.1458613437167,220
2022-01-04,LOC_050,Chicago,Street,3883.44378499242,2454.1861329919643,385
2022-01-05,LOC_001,New York,Mall,4744.6683691105445,2977.0469250758756,491
2022-01-05,LOC_002,Chicago,Street,3635.170902791278,2263.8031955944516,355
2022-01-05,LOC_003,Los Angeles,Street,2865.826190379719,1789.36538985594,286
2022-01-05,LOC_004,New York,Standalone,1852.657593739479,1150.0704418876387,196
2022-01-05,LOC_005,New York,Standalone,2679.1238295162752,1692.3238188262708,288
2022-01-05,LOC_006,Houston,Mall,2632.8800642063384,1646.1607284015938,272
2022-01-05,LOC_007,New York,Mall,4451.3215203796635,2769.1072075789743,452
2022-01-05,LOC_008,Los Angeles,Street,1495.5414387238009,920.942931146467,147
2022-01-05,LOC_009,Miami,Standalone,1756.2477087611715,1104.5434631300798,180
2022-01-05,LOC_010,New York,Standalone,2043.6660354615396,1264.5715998100375,197
2022-01-05,LOC_011,Los Angeles,Standalone,1369.1213528773635,859.6333691096963,135
2022-01-05,LOC_012,Houston,Street,3264.2457440230396,2050.2180077283165,335
2022-01-05,LOC_013,Houston,Standalone,1329.3011162567848,851.8707487475457,122
2022-01-05,LOC_014,Chicago,Mall,3296.2030394230947,2045.9552508916488,323
2022-01-05,LOC_015,Los Angeles,Airport,6136.519287308417,3832.8713828754476,650
2022-01-05,LOC_016,Chicago,Food Court,6939.701069273475,4344.4932634588,724
2022-01-05,LOC_017,Los Angeles,Street,3775.3284459322263,2332.654600128869,372
2022-01-05,LOC_018,Chicago,Mall,4779.603904609122,2982.656638958321,497
2022-01-05,LOC_019,New York,Airport,9816.726381248325,6129.893089992218,997
2022-01-05,LOC_020,New York,Food Court,7425.654860709675,4654.505615272633,746
2022-01-05,LOC_021,Chicago,Standalone,1205.2439322959535,740.7943407789138,118
2022-01-05,LOC_022,Chicago,Mall,6363.0689352893405,4012.031497610615,646
2022-01-05,LOC_023,Houston,Standalone,1490.2203272831266,930.73072747159,137
2022-01-05,LOC_024,New York,Airport,13182.754112128987,8200.75253682986,1331
2022-01-05,LOC_025,New York,Standalone,2427.6339563279225,1497.2474219893063,264
2022-01-05,LOC_026,Chicago,Standalone,1543.4367761738833,979.3940116743588,163
2022-01-05,LOC_027,Chicago,Standalone,2870.125956281244,1794.0973557827922,275
2022-01-05,LOC_028,Los Angeles,Mall,6997.813045461113,4372.842829870022,708
2022-01-05,LOC_029,New York,Street,3448.1807297286846,2153.818908628194,345
2022-01-05,LOC_030,Chicago,Mall,2607.818885819438,1618.7579552644743,268
2022-01-05,LOC_031,Los Angeles,Mall,4814.326847112201,3013.994236317585,481
2022-01-05,LOC_032,Houston,Food Court,5551.4518284207115,3453.2436020225505,563
2022-01-05,LOC_033,Houston,Food Court,5327.812089538786,3322.817755231102,537
2022-01-05,LOC_034,Los Angeles,Food Court,7959.53191607511,5008.663740194553,840
2022-01-05,LOC_035,Chicago,Street,3788.7741312457206,2357.530970151014,375
2022-01-05,LOC_036,Chicago,Mall,5442.166287302298,3405.488657690387,556
2022-01-05,LOC_037,Miami,Street,1503.7273288824215,963.4060757895778,161
2022-01-05,LOC_038,Miami,Street,5806.482290994432,3641.1458376275227,556
2022-01-05,LOC_039,Los Angeles,Airport,9223.438194731327,5806.36375784406,964
2022-01-05,LOC_040,Houston,Food Court,8674.619393076548,5404.99790450087,876
2022-01-05,LOC_041,Miami,Street,1678.6192794105727,1076.8356981150255,163
2022-01-05,LOC_042,Chicago,Mall,3339.5699386523183,2063.728265455207,369
2022-01-05,LOC_043,Los Angeles,Mall,4436.6153553968625,2815.1787507172526,442
2022-01-05,LOC_044,Chicago,Airport,8401.367045101437,5288.519256903588,845
2022-01-05,LOC_045,Chicago,Mall,4927.998349475597,3072.4956477300284,525
2022-01-05,LOC_046,Los Angeles,Standalone,976.8202019548511,614.6634131840029,97
2022-01-05,LOC_047,Chicago,Street,2669.6675336468743,1687.3312294097298,268
2022-01-05,LOC_048,Houston,Airport,10968.4296226621,6867.524091978684,1131
2022-01-05,LOC_049,Houston,Street,1707.2225126999076,1076.7483007981587,184
2022-01-05,LOC_050,Chicago,Street,2682.11960521868,1668.8988709242183,281
2022-01-06,LOC_001,New York,Mall,6525.874061283622,4086.1778413406273,644
2022-01-06,LOC_002,Chicago,Street,3875.3877862610975,2411.3214596289567,406
2022-01-06,LOC_003,Los Angeles,Street,2437.194843618993,1562.598635117519,265
2022-01-06,LOC_004,New York,Standalone,1646.0144078161618,1025.0840160638722,163
2022-01-06,LOC_005,New York,Standalone,1989.0573149934733,1253.3082180576619,197
2022-01-06,LOC_006,Houston,Mall,4219.380030490182,2643.8078254642164,431
2022-01-06,LOC_007,New York,Mall,3825.7913284843185,2407.870758424392,401
2022-01-06,LOC_008,Los Angeles,Street,1880.6130473376993,1175.3083469578178,195
2022-01-06,LOC_009,Miami,Standalone,1713.1880538879814,1099.480312276111,174
2022-01-06,LOC_010,New York,Standalone,2440.3714554563458,1554.671623173003,247
2022-01-06,LOC_011,Los Angeles,Standalone,1037.5057239900198,640.482933339806,108
2022-01-06,LOC_012,Houston,Street,2191.454405359505,1367.1065293436561,231
2022-01-06,LOC_013,Houston,Standalone,1682.8163640858234,1048.188739419382,175
2022-01-06,LOC_014,Chicago,Mall,4299.875093861894,2673.864637445902,432
2022-01-06,LOC_015,Los Angeles,Airport,8868.418493184508,5493.475646104241,898
2022-01-06,LOC_016,Chicago,Food Court,7909.991295403018,4947.614438180896,799
2022-01-06,LOC_017,Los Angeles,Street,3517.904369171652,2192.004889316795,353
2022-01-06,LOC_018,Chicago,Mall,4685.9833883808615,2942.9203643316787,502
2022-01-06,LOC_019,New York,Airport,12625.625727266279,7905.47186094948,1290
2022-01-06,LOC_020,New York,Food Court,6249.926668469167,3844.8299033462035,621
2022-01-06,LOC_021,Chicago,Standalone,862.5268354668282,535.7479817128414,93
2022-01-06,LOC_022,Chicago,Mall,5694.451586721469,3566.553347151636,568
2022-01-06,LOC_023,Houston,Standalone,1379.972210546057,840.2443635248032,136
2022-01-06,LOC_024,New York,Airport,16708.076395499033,10490.371335948326,1724
2022-01-06,LOC_025,New York,Standalone,2067.6818625752794,1316.031808763385,223
2022-01-06,LOC_026,Chicago,Standalone,1912.2138947601618,1210.8696767622737,182
2022-01-06,LOC_027,Chicago,Standalone,1959.7168794946276,1247.8454227110917,204
2022-01-06,LOC_028,Los Angeles,Mall,6637.290057928113,4206.670161953085,688
2022-01-06,LOC_029,New York,Street,2125.7651699488233,1351.1808997660764,214
2022-01-06,LOC_030,Chicago,Mall,4849.244606736199,2985.092673760105,488
2022-01-06,LOC_031,Los Angeles,Mall,3485.0592697901675,2183.056866071691,366
2022-01-06,LOC_032,Houston,Food Court,5380.02033909391,3354.481010536686,535
2022-01-06,LOC_033,Houston,Food Court,6780.30606087217,4242.751988501303,688
2022-01-06,LOC_034,Los Angeles,Food Court,9836.791896029305,6167.721525448437,983
2022-01-06,LOC_035,Chicago,Street,4679.277802733368,2965.5104091756957,477
2022-01-06,LOC_036,Chicago,Mall,5373.503319793133,3337.9030577306116,547
2022-01-06,LOC_037,Miami,Street,2301.232357172037,1443.7319982584909,227
2022-01-06,LOC_038,Miami,Street,3514.597603946127,2206.3950409875306,378
2022-01-06,LOC_039,Los Angeles,Airport,10045.73762855763,6276.983481492504,995
2022-01-06,LOC_040,Houston,Food Court,7980.211992271555,4956.652163401632,811
2022-01-06,LOC_041,Miami,Street,1117.5207583357887,696.7599588988189,109
2022-01-06,LOC_042,Chicago,Mall,3585.1206410709046,2212.192576280817,383
2022-01-06,LOC_043,Los Angeles,Mall,5569.16848142784,3490.2282680030894,580
2022-01-06,LOC_044,Chicago,Airport,11415.855276579856,7149.572311296928,1167
2022-01-06,LOC_045,Chicago,Mall,5115.851233066372,3218.974261079084,521
2022-01-06,LOC_046,Los Angeles,Standalone,609.2422915759214,378.457995396509,63
2022-01-06,LOC_047,Chicago,Street,2333.0157700192235,1431.0502066195183,230
2022-01-06,LOC_048,Houston,Airport,9808.546179190716,6104.996952983565,966
2022-01-06,LOC_049,Houston,Street,2693.7679784014967,1678.8834063539946,278
2022-01-06,LOC_050,Chicago,Street,3020.160800875693,1900.3368182158883,286
2022-01-07,LOC_001,New York,Mall,5721.190038714153,3599.4866061184903,594
2022-01-07,LOC_002,Chicago,Street,3828.1525166424394,2399.8342485042394,375
2022-01-07,LOC_003,Los Angeles,Street,2752.5580295411482,1728.16885724527,287
2022-01-07,LOC_004,New York,Standalone,2101.192599514834,1308.7206530707613,199
2022-01-07,LOC_005,New York,Standalone,2843.6595999841456,1764.9056406477239,296
2022-01-07,LOC_006,Houston,Mall,4114.278499058457,2570.5698494827816,411
2022-01-07,LOC_007,New York,Mall,3560.1462515873054,2224.150532177912,377
2022-01-07,LOC_008,Los Angeles,Street,1663.060929974604,1035.3051948379305,173
2022-01-07,LOC_009,Miami,Standalone,1845.7168555926269,1146.4652930343861,184
2022-01-07,LOC_010,New York,Standalone,2398.593507181944,1483.386563677054,244
2022-01-07,LOC_011,Los Angeles,Standalone,1581.4798280171842,1006.0166890861436,158
2022-01-07,LOC_012,Houston,Street,2733.8531127390356,1737.2805470051708,274
2022-01-07,LOC_013,Houston,Standalone,1534.425603760684,966.1716185878347,152
2022-01-07,LOC_014,Chicago,Mall,2687.4641356917246,1666.4240110639867,276
2022-01-07,LOC_015,Los Angeles,Airport,9201.764572386588,5744.836997661234,901
2022-01-07,LOC_016,Chicago,Food Court,9601.97372627457,6002.759496675654,992
2022-01-07,LOC_017,Los Angeles,Street,4019.7900349574493,2515.2254057955597,416
2022-01-07,LOC_018,Chicago,Mall,3377.426084576586,2107.530218989912,336
2022-01-07,LOC_019,New York,Airport,11001.408867734854,6912.676585227244,1101
2022-01-07,LOC_020,New York,Food Court,5202.876134671793,3258.0390196080125,521
2022-01-07,LOC_021,Chicago,Standalone,1006.6119614516227,630.2767962903581,102
2022-01-07,LOC_022,Chicago,Mall,4459.164170458172,2761.18114680553,453
2022-01-07,LOC_023,Houston,Standalone,1588.3330970172965,992.9041526678667,154
2022-01-07,LOC_024,New York,Airport,16953.10413058662,10562.876393667884,1726
2022-01-07,LOC_025,New York,Standalone,3005.2325196207858,1864.242026851384,294
2022-01-07,LOC_026,Chicago,Standalone,1445.589389848515,893.1180011228515,146
2022-01-07,LOC_027,Chicago,Standalone,2241.9693628639943,1397.5315437481477,225
2022-01-07,LOC_028,Los Angeles,Mall,6464.455933919586,4045.3966829200576,649
2022-01-07,LOC_029,New York,Street,3336.9286312365925,2066.2640088501357,338
2022-01-07,LOC_030,Chicago,Mall,4549.4787268868595,2860.392072312681,468
2022-01-07,LOC_031,Los Angeles,Mall,3417.001402725941,2117.6034073636774,347
2022-01-07,LOC_032,Houston,Food Court,3616.063362748238,2239.860159092441,353
2022-01-07,LOC_033,Houston,Food Court,6548.327715450844,4127.417008907018,666
2022-01-07,LOC_034,Los Angeles,Food Court,6945.868260124356,4362.1237685485185,721
2022-01-07,LOC_035,Chicago,Street,3340.283667945552,2084.326775857884,346
2022-01-07,LOC_036,Chicago,Mall,7558.652343657871,4754.681112098719,766
2022-01-07,LOC_037,Miami,Street,1532.2945681865547,970.2792885347569,165
2022-01-07,LOC_038,Miami,Street,5919.012623889191,3708.6215990677824,554
2022-01-07,LOC_039,Los Angeles,Airport,10512.294856443621,6557.279331194696,1059
2022-01-07,LOC_040,Houston,Food Court,7102.818240880652,4379.541499165389,707
2022-01-07,LOC_041,Miami,Street,1307.7561883776418,820.9291473698707,144
2022-01-07,LOC_042,Chicago,Mall,4187.711173389678,2625.3435823040113,433
