year,month,location_id,city,location_type,monthly_revenue,monthly_profit,monthly_items_sold,monthly_rent,net_profit
2022,1,LOC_029,New York,Street,104298.07320606269,65194.37662071327,10721,5288,59906.37662071327
2022,1,LOC_030,Chicago,Mall,137127.2711292798,85791.97182373017,14028,8017,77774.97182373017
2022,1,LOC_031,Los Angeles,Mall,146010.5436852541,91273.77667283111,14979,7200,84073.77667283111
2022,1,LOC_032,Houston,Food Court,164797.57427050598,103244.92395610175,16808,4056,99188.92395610175
2022,1,LOC_033,Houston,Food Court,196913.7386412171,123179.802183272,20109,3098,120081.802183272
2022,1,LOC_034,Los Angeles,Food Court,278380.2145420869,174429.48595419523,28472,4570,169859.48595419523
2022,1,LOC_035,Chicago,Street,132740.30565035294,82831.27655374768,13452,6966,75865.27655374768
2022,1,LOC_036,Chicago,Mall,210663.2234432431,131667.7378432916,21572,8241,123426.7378432916
2022,1,LOC_037,Miami,Street,63306.32725295397,39863.38252484034,6466,5392,34471.38252484034
2022,1,LOC_038,Miami,Street,161615.7461639831,100891.6891062985,16388,6484,94407.6891062985
2022,1,LOC_039,Los Angeles,Airport,346943.1896632591,216942.74381915954,35370,11742,205200.74381915954
2022,1,LOC_040,Houston,Food Court,274060.87570725044,171304.30316478596,27862,4430,166874.30316478596
2022,1,LOC_041,Miami,Street,47379.50076579057,29709.930700820052,4819,6059,23650.930700820052
2022,1,LOC_042,Chicago,Mall,144284.59158100796,90284.90382823866,14743,8819,81465.90382823866
2022,1,LOC_043,Los Angeles,Mall,173563.15539350722,108492.16654280329,17616,8597,99895.16654280329
2022,1,LOC_044,Chicago,Airport,372864.35497562087,233329.09439822644,38049,12051,221278.09439822644
2022,1,LOC_045,Chicago,Mall,212372.5902802592,132776.21065186762,21496,8248,124528.21065186762
2022,1,LOC_046,Los Angeles,Standalone,30208.32098696175,18823.240686992343,3069,4627,14196.240686992343
2022,1,LOC_047,Chicago,Street,118416.86628428719,73993.23457408544,12092,6479,67514.23457408544
2022,1,LOC_048,Houston,Airport,451602.7660400766,282813.22757402464,46007,12700,270113.22757402464
2022,1,LOC_049,Houston,Street,75557.31979598521,47344.21927243097,7774,5663,41681.21927243097
2022,1,LOC_050,Chicago,Street,118870.62478573223,74376.80695185173,12114,6853,67523.80695185173
2022,2,LOC_001,New York,Mall,159493.28340567223,99965.10899770433,16323,8126,91839.10899770433
2022,2,LOC_002,Chicago,Street,111756.86120951778,70093.2017419448,11289,6095,63998.201741944795
2022,2,LOC_003,Los Angeles,Street,80375.82681844982,50268.3606305873,8153,5466,44802.3606305873
2022,2,LOC_004,New York,Standalone,48713.75136165337,30533.15245581654,4974,4871,25662.15245581654
2022,2,LOC_005,New York,Standalone,69412.11707426065,43546.40695253274,7092,4343,39203.40695253274
2022,2,LOC_006,Houston,Mall,112976.66202133465,70658.7686591291,11504,8215,62443.7686591291
2022,2,LOC_007,New York,Mall,129153.71973004553,80713.11123932946,13183,7459,73254.11123932946
2022,2,LOC_008,Los Angeles,Street,54945.359800301405,34346.90618388883,5570,5747,28599.90618388883
2022,2,LOC_009,Miami,Standalone,49643.94402229183,30947.18044128419,5099,5082,25865.18044128419
2022,2,LOC_010,New York,Standalone,55408.441501469584,34784.52611068239,5764,5806,28978.52611068239
2022,2,LOC_011,Los Angeles,Standalone,39929.81299566974,24884.01734519067,4097,4562,20322.01734519067
2022,2,LOC_012,Houston,Street,95680.43188048158,59724.247577196584,9820,6528,53196.247577196584
2022,2,LOC_013,Houston,Standalone,45288.74324018972,28442.126248466222,4618,4020,24422.126248466222
2022,2,LOC_014,Chicago,Mall,125649.77473539369,78644.0191140708,12777,7600,71044.0191140708
2022,2,LOC_015,Los Angeles,Airport,233768.64255209817,146020.34809918425,23772,11776,134244.34809918425
2022,2,LOC_016,Chicago,Food Court,271677.42797835526,170056.0935303636,27680,4363,165693.0935303636
2022,2,LOC_017,Los Angeles,Street,102145.32903087034,63634.29565328343,10347,5205,58429.29565328343
2022,2,LOC_018,Chicago,Mall,143661.83680131313,89601.2492165597,14716,8021,81580.2492165597
2022,2,LOC_019,New York,Airport,306864.9548508962,192190.14782412845,31385,12795,179395.14782412845
2022,2,LOC_020,New York,Food Court,208347.43667074217,130191.09906910307,21129,3729,126462.09906910307
2022,2,LOC_021,Chicago,Standalone,31491.08740929476,19716.66199571295,3193,5981,13735.661995712951
2022,2,LOC_022,Chicago,Mall,164085.54866944626,102683.63503202086,16703,8294,94389.63503202086
2022,2,LOC_023,Houston,Standalone,34551.041365535064,21560.202424625335,3508,5725,15835.202424625335
2022,2,LOC_024,New York,Airport,454643.7883096321,284459.31536706135,46542,12772,271687.31536706135
2022,2,LOC_025,New York,Standalone,79221.24000717964,49581.3757886815,8072,5945,43636.3757886815
2022,2,LOC_026,Chicago,Standalone,52889.242386427184,33067.940893948806,5418,4014,29053.940893948806
2022,2,LOC_027,Chicago,Standalone,63435.993370001925,39750.24299603498,6460,5367,34383.24299603498
2022,2,LOC_028,Los Angeles,Mall,179282.35373462754,112216.39806487125,18171,8162,104054.39806487125
2022,2,LOC_029,New York,Street,93734.77861385477,58589.32348869222,9499,5288,53301.32348869222
2022,2,LOC_030,Chicago,Mall,120799.59291724359,75230.74261203698,12233,8017,67213.74261203698
2022,2,LOC_031,Los Angeles,Mall,126749.8553093947,79224.9974281625,12936,7200,72024.9974281625
2022,2,LOC_032,Houston,Food Court,138921.3027497094,86992.77634295222,14069,4056,82936.77634295222
2022,2,LOC_033,Houston,Food Court,175265.6296818023,109638.37405077064,17849,3098,106540.37405077064
2022,2,LOC_034,Los Angeles,Food Court,237291.00514541366,148424.46912649096,24200,4570,143854.46912649096
2022,2,LOC_035,Chicago,Street,120969.98741441697,75593.93105917216,12293,6966,68627.93105917216
2022,2,LOC_036,Chicago,Mall,186809.66525921942,116770.46042324274,19063,8241,108529.46042324274
2022,2,LOC_037,Miami,Street,56677.24319999534,35397.612726787476,5779,5392,30005.612726787476
2022,2,LOC_038,Miami,Street,130387.36025793653,81839.1136594391,13344,6484,75355.1136594391
2022,2,LOC_039,Los Angeles,Airport,323239.213927028,202418.72760006224,32967,11742,190676.72760006224
2022,2,LOC_040,Houston,Food Court,240050.31930411072,149694.07781725487,24403,4430,145264.07781725487
2022,2,LOC_041,Miami,Street,38348.12579908625,23927.252342944063,3936,6059,17868.252342944063
2022,2,LOC_042,Chicago,Mall,127296.78927650084,79641.33031867303,12887,8819,70822.33031867303
2022,2,LOC_043,Los Angeles,Mall,168923.33168842207,105930.03560655806,17091,8597,97333.03560655806
2022,2,LOC_044,Chicago,Airport,341167.37344279914,213399.36301185866,34812,12051,201348.36301185866
2022,2,LOC_045,Chicago,Mall,188483.16119872677,118080.92543434392,19250,8248,109832.92543434392
2022,2,LOC_046,Los Angeles,Standalone,26098.11535917218,16310.923014222244,2612,4627,11683.923014222244
2022,2,LOC_047,Chicago,Street,94062.7252508763,58745.31713934337,9523,6479,52266.31713934337
2022,2,LOC_048,Houston,Airport,416300.3426760021,260657.49896839264,42464,12700,247957.49896839264
2022,2,LOC_049,Houston,Street,72642.61295377409,45321.893726954426,7383,5663,39658.893726954426
2022,2,LOC_050,Chicago,Street,110951.05149494276,69435.78566125994,11268,6853,62582.78566125994
2022,3,LOC_001,New York,Mall,160159.89603426593,100059.44202257587,16252,8126,91933.44202257587
2022,3,LOC_002,Chicago,Street,109024.9886194987,68255.05550839708,11195,6095,62160.05550839708
2022,3,LOC_003,Los Angeles,Street,78896.878170513,49371.650317624844,8140,5466,43905.650317624844
2022,3,LOC_004,New York,Standalone,50641.23123014427,31616.63421631422,5181,4871,26745.63421631422
2022,3,LOC_005,New York,Standalone,73076.90867083851,45773.08206877019,7490,4343,41430.08206877019
2022,3,LOC_006,Houston,Mall,125024.23695973666,78304.16947850215,12722,8215,70089.16947850215
2022,3,LOC_007,New York,Mall,139346.36658693195,87401.86374180275,14202,7459,79942.86374180275
2022,3,LOC_008,Los Angeles,Street,62630.04204392018,39315.18153335467,6366,5747,33568.18153335467
2022,3,LOC_009,Miami,Standalone,58874.345250698796,37043.44406551528,6001,5082,31961.44406551528
2022,3,LOC_010,New York,Standalone,63574.70255082487,39697.009693703105,6501,5806,33891.009693703105
2022,3,LOC_011,Los Angeles,Standalone,38771.38012512769,24280.838960670444,4016,4562,19718.838960670444
2022,3,LOC_012,Houston,Street,99379.02912493199,62040.80801039281,10136,6528,55512.80801039281
2022,3,LOC_013,Houston,Standalone,48113.55566348692,30168.057228982292,4965,4020,26148.057228982292
2022,3,LOC_014,Chicago,Mall,138838.8724592107,87166.9411259779,14078,7600,79566.9411259779
2022,3,LOC_015,Los Angeles,Airport,255280.623743161,159757.9884772455,26037,11776,147981.9884772455
2022,3,LOC_016,Chicago,Food Court,305773.3911154058,191585.90599043533,31332,4363,187222.90599043533
2022,3,LOC_017,Los Angeles,Street,111006.98639567886,69420.67074976793,11274,5205,64215.67074976793
2022,3,LOC_018,Chicago,Mall,161305.52656766106,101004.61505432084,16495,8021,92983.61505432084
2022,3,LOC_019,New York,Airport,345929.98428661196,216561.08702966594,35349,12795,203766.08702966594
2022,3,LOC_020,New York,Food Court,221833.09914196384,138867.27721302232,22589,3729,135138.27721302232
2022,3,LOC_021,Chicago,Standalone,34951.51918961705,21755.27765505543,3515,5981,15774.27765505543
2022,3,LOC_022,Chicago,Mall,182079.66635182704,113684.67317490096,18439,8294,105390.67317490096
2022,3,LOC_023,Houston,Standalone,40814.11741165019,25431.9911204134,4094,5725,19706.9911204134
2022,3,LOC_024,New York,Airport,436380.49346657516,273399.2223795192,44429,12772,260627.2223795192
2022,3,LOC_025,New York,Standalone,78207.07646977135,48766.097856443026,7972,5945,42821.097856443026
2022,3,LOC_026,Chicago,Standalone,56004.03894898915,35136.34514824532,5690,4014,31122.345148245317
2022,3,LOC_027,Chicago,Standalone,67803.23802888577,42375.09107788322,6924,5367,37008.09107788322
2022,3,LOC_028,Los Angeles,Mall,196068.68922606684,122695.14535851122,19918,8162,114533.14535851122
2022,3,LOC_029,New York,Street,98997.61317128545,61741.288805335236,10077,5288,56453.288805335236
2022,3,LOC_030,Chicago,Mall,128784.67831121996,80766.83890360653,13145,8017,72749.83890360653
2022,3,LOC_031,Los Angeles,Mall,140046.2029018475,87554.5195676224,14243,7200,80354.5195676224
2022,3,LOC_032,Houston,Food Court,153375.32332646148,95894.95938977004,15563,4056,91838.95938977004
2022,3,LOC_033,Houston,Food Court,179935.42880676585,112559.38740388214,18335,3098,109461.38740388214
2022,3,LOC_034,Los Angeles,Food Court,281712.09171173675,176404.86340184402,28789,4570,171834.86340184402
2022,3,LOC_035,Chicago,Street,130526.33849213815,81591.81533131681,13365,6966,74625.81533131681
2022,3,LOC_036,Chicago,Mall,197093.59264915183,123052.46418088088,20215,8241,114811.46418088088
2022,3,LOC_037,Miami,Street,64666.20698235865,40587.65490384313,6649,5392,35195.65490384313
2022,3,LOC_038,Miami,Street,151635.28375862443,94946.51163247558,15356,6484,88462.51163247558
2022,3,LOC_039,Los Angeles,Airport,346694.5132218322,217000.69216297855,35396,11742,205258.69216297855
2022,3,LOC_040,Houston,Food Court,260028.3335774064,162786.28820869175,26430,4430,158356.28820869175
2022,3,LOC_041,Miami,Street,44065.09957976703,27538.367501249493,4418,6059,21479.367501249493
2022,3,LOC_042,Chicago,Mall,138107.98299103108,86398.18064757065,14084,8819,77579.18064757065
2022,3,LOC_043,Los Angeles,Mall,180760.98687858434,113169.36737468938,18441,8597,104572.36737468938
2022,3,LOC_044,Chicago,Airport,363773.24066879426,227541.9768783937,37072,12051,215490.9768783937
2022,3,LOC_045,Chicago,Mall,208079.30982956855,130101.17304908826,21162,8248,121853.17304908826
2022,3,LOC_046,Los Angeles,Standalone,28936.322734573958,18127.325031450084,2982,4627,13500.325031450084
2022,3,LOC_047,Chicago,Street,108303.98428417908,67637.35974789767,10975,6479,61158.35974789767
2022,3,LOC_048,Houston,Airport,410064.89259531756,256586.5850333919,41931,12700,243886.5850333919
2022,3,LOC_049,Houston,Street,75156.07195138508,46985.85056691533,7640,5663,41322.85056691533
2022,3,LOC_050,Chicago,Street,113063.54525248206,70474.7518100461,11486,6853,63621.7518100461
2022,4,LOC_001,New York,Mall,171119.6635811344,106978.18510007957,17458,8126,98852.18510007957
2022,4,LOC_002,Chicago,Street,111538.7846850496,69994.9572223509,11420,6095,63899.9572223509
2022,4,LOC_003,Los Angeles,Street,81209.27191081273,50751.0657782531,8282,5466,45285.0657782531
2022,4,LOC_004,New York,Standalone,49151.877013110025,30860.411027511684,4979,4871,25989.411027511684
2022,4,LOC_005,New York,Standalone,73820.47834102812,46231.65078917221,7488,4343,41888.65078917221
2022,4,LOC_006,Houston,Mall,120797.65296526729,75782.53444885492,12323,8215,67567.53444885492
2022,4,LOC_007,New York,Mall,139321.09718238213,87197.25533409035,14105,7459,79738.25533409035
2022,4,LOC_008,Los Angeles,Street,65709.77901457704,41089.77504500169,6627,5747,35342.77504500169
2022,4,LOC_009,Miami,Standalone,53462.44524728667,33402.89788662105,5381,5082,28320.897886621053
2022,4,LOC_010,New York,Standalone,56388.21226147283,35147.05911589916,5811,5806,29341.05911589916
2022,4,LOC_011,Los Angeles,Standalone,42108.725686178055,26324.731639437327,4214,4562,21762.731639437327
2022,4,LOC_012,Houston,Street,94338.0236039698,59073.5662636959,9580,6528,52545.5662636959
2022,4,LOC_013,Houston,Standalone,48324.6455034037,30200.369095954902,5009,4020,26180.369095954902
2022,4,LOC_014,Chicago,Mall,135339.32401241036,84830.44146611897,13783,7600,77230.44146611897
2022,4,LOC_015,Los Angeles,Airport,251437.17708990697,157486.2536029901,25493,11776,145710.2536029901
2022,4,LOC_016,Chicago,Food Court,288533.9957874719,180639.09160016722,29309,4363,176276.09160016722
2022,4,LOC_017,Los Angeles,Street,110839.24033348924,69111.88349364845,11226,5205,63906.88349364845
2022,4,LOC_018,Chicago,Mall,159211.0454669798,99706.2028642719,16250,8021,91685.2028642719
2022,4,LOC_019,New York,Airport,339615.62394983653,212417.92969034886,34743,12795,199622.92969034886
2022,4,LOC_020,New York,Food Court,224246.10151506032,140399.1784604123,22870,3729,136670.1784604123
2022,4,LOC_021,Chicago,Standalone,33240.85304931075,20704.311702191077,3393,5981,14723.311702191077
2022,4,LOC_022,Chicago,Mall,180669.6869905855,112886.79436501929,18460,8294,104592.79436501929
2022,4,LOC_023,Houston,Standalone,40942.95785700829,25643.138781437778,4098,5725,19918.138781437778
2022,4,LOC_024,New York,Airport,421707.2140102082,264035.4210426977,42830,12772,251263.42104269768
2022,4,LOC_025,New York,Standalone,85494.49928175985,53451.75662875888,8708,5945,47506.75662875888
2022,4,LOC_026,Chicago,Standalone,55336.63475631974,34776.74988544909,5628,4014,30762.74988544909
2022,4,LOC_027,Chicago,Standalone,62795.61585743538,39386.47935621133,6440,5367,34019.47935621133
2022,4,LOC_028,Los Angeles,Mall,182617.23714721325,114069.45596694386,18751,8162,105907.45596694386
2022,4,LOC_029,New York,Street,93102.1428908351,58235.813692044394,9471,5288,52947.813692044394
2022,4,LOC_030,Chicago,Mall,128734.27795990507,80704.6535212075,13041,8017,72687.6535212075
2022,4,LOC_031,Los Angeles,Mall,144750.80501012047,90327.8759764681,14741,7200,83127.8759764681
2022,4,LOC_032,Houston,Food Court,156724.33031282786,98019.60763722804,15906,4056,93963.60763722804
2022,4,LOC_033,Houston,Food Court,184095.14609333512,115145.94469584513,18568,3098,112047.94469584513
2022,4,LOC_034,Los Angeles,Food Court,259390.29526844728,162607.56929140107,26387,4570,158037.56929140107
2022,4,LOC_035,Chicago,Street,128062.46663189879,80087.862449909,13060,6966,73121.862449909
2022,4,LOC_036,Chicago,Mall,211152.21412151118,132179.43153542327,21747,8241,123938.43153542327
2022,4,LOC_037,Miami,Street,58576.65888833677,36778.490555276,5965,5392,31386.490555276003
2022,4,LOC_038,Miami,Street,145644.24130711696,90942.59135932827,14959,6484,84458.59135932827
2022,4,LOC_039,Los Angeles,Airport,338211.9730582558,211402.59076478853,34368,11742,199660.59076478853
2022,4,LOC_040,Houston,Food Court,261473.94964809992,163842.84958350877,26559,4430,159412.84958350877
2022,4,LOC_041,Miami,Street,44814.93429966235,28037.23728625467,4532,6059,21978.23728625467
2022,4,LOC_042,Chicago,Mall,134291.131387536,83954.18126801505,13730,8819,75135.18126801505
2022,4,LOC_043,Los Angeles,Mall,173927.33586873143,108952.01381676257,17822,8597,100355.01381676257
2022,4,LOC_044,Chicago,Airport,356711.26633209136,223143.19503926387,36512,12051,211092.19503926387
2022,4,LOC_045,Chicago,Mall,203917.55167736355,127777.51480645729,20860,8248,119529.51480645729
2022,4,LOC_046,Los Angeles,Standalone,29186.45067664935,18191.3132999472,3021,4627,13564.3132999472
2022,4,LOC_047,Chicago,Street,101614.54044150987,63467.74670959452,10293,6479,56988.74670959452
2022,4,LOC_048,Houston,Airport,442549.06420622964,276819.0625902598,44926,12700,264119.0625902598
2022,4,LOC_049,Houston,Street,73723.89650760341,45968.09647377878,7522,5663,40305.09647377878
2022,4,LOC_050,Chicago,Street,114407.60418728467,71427.81334700905,11670,6853,64574.813347009054
2022,5,LOC_001,New York,Mall,177098.56693111671,110775.67801566974,18123,8126,102649.67801566974
2022,5,LOC_002,Chicago,Street,119942.20896799814,74989.61739600476,12207,6095,68894.61739600476
2022,5,LOC_003,Los Angeles,Street,90841.41988573053,56949.81211901358,9237,5466,51483.81211901358
2022,5,LOC_004,New York,Standalone,53229.44309820175,33395.97939881812,5494,4871,28524.97939881812
2022,5,LOC_005,New York,Standalone,82419.85272217664,51504.822962670594,8437,4343,47161.822962670594
2022,5,LOC_006,Houston,Mall,122860.81667623899,76875.33142561227,12534,8215,68660.33142561227
2022,5,LOC_007,New York,Mall,138952.59722124832,86967.57143375739,14114,7459,79508.57143375739
2022,5,LOC_008,Los Angeles,Street,60901.68106895014,38189.394924479035,6235,5747,32442.394924479035
2022,5,LOC_009,Miami,Standalone,58694.706970086285,36691.16348867598,6011,5082,31609.16348867598
2022,5,LOC_010,New York,Standalone,64987.18537636186,40743.77820373661,6593,5806,34937.77820373661
2022,5,LOC_011,Los Angeles,Standalone,41751.862215101166,26128.436705342967,4261,4562,21566.436705342967
2022,5,LOC_012,Houston,Street,100681.25730472819,62994.36870764743,10300,6528,56466.36870764743
2022,5,LOC_013,Houston,Standalone,53097.53446540719,33152.93502046778,5442,4020,29132.935020467783
2022,5,LOC_014,Chicago,Mall,134533.62039212626,84351.09192894245,13777,7600,76751.09192894245
2022,5,LOC_015,Los Angeles,Airport,243274.14423685838,152174.35774235497,24830,11776,140398.35774235497
2022,5,LOC_016,Chicago,Food Court,309967.36014187674,193784.28878861127,31626,4363,189421.28878861127
2022,5,LOC_017,Los Angeles,Street,114966.85872475809,72069.64536412508,11615,5205,66864.64536412508
2022,5,LOC_018,Chicago,Mall,163315.5204792143,102450.91125712429,16574,8021,94429.91125712429
2022,5,LOC_019,New York,Airport,351348.2215159242,219661.934332336,35767,12795,206866.934332336
2022,5,LOC_020,New York,Food Court,229843.15789089617,143892.94042821997,23411,3729,140163.94042821997
2022,5,LOC_021,Chicago,Standalone,32643.90362298276,20411.262991741383,3288,5981,14430.262991741383
2022,5,LOC_022,Chicago,Mall,185416.20468658957,116055.08834257768,18925,8294,107761.08834257768
2022,5,LOC_023,Houston,Standalone,41753.70246615471,26097.902940942673,4312,5725,20372.902940942673
2022,5,LOC_024,New York,Airport,484776.8712033722,303125.355691534,49328,12772,290353.355691534
2022,5,LOC_025,New York,Standalone,83371.68218994122,52208.18555153671,8516,5945,46263.18555153671
2022,5,LOC_026,Chicago,Standalone,56244.27471019922,35276.015183254196,5727,4014,31262.015183254196
2022,5,LOC_027,Chicago,Standalone,67723.15966543742,42320.1462408547,6885,5367,36953.1462408547
2022,5,LOC_028,Los Angeles,Mall,197171.19209909346,123228.6999247077,20156,8162,115066.6999247077
2022,5,LOC_029,New York,Street,97455.73045718817,60959.378959168156,10022,5288,55671.378959168156
2022,5,LOC_030,Chicago,Mall,130269.06275020978,81626.50800969508,13355,8017,73609.50800969508
2022,5,LOC_031,Los Angeles,Mall,149406.81197978894,93335.90487110168,15183,7200,86135.90487110168
2022,5,LOC_032,Houston,Food Court,159578.2668994671,99977.72349769511,16297,4056,95921.72349769511
2022,5,LOC_033,Houston,Food Court,181768.149836652,113984.29657794666,18506,3098,110886.29657794666
2022,5,LOC_034,Los Angeles,Food Court,286340.8118413764,179412.43532527034,29159,4570,174842.43532527034
2022,5,LOC_035,Chicago,Street,131404.8010788574,82137.5557730804,13489,6966,75171.5557730804
2022,5,LOC_036,Chicago,Mall,204603.1879837469,128034.40796516645,20730,8241,119793.40796516645
2022,5,LOC_037,Miami,Street,66554.55072814913,41676.849364571004,6792,5392,36284.849364571004
2022,5,LOC_038,Miami,Street,151609.89284973597,95069.00999067604,15537,6484,88585.00999067604
2022,5,LOC_039,Los Angeles,Airport,347184.8423537579,217166.9585833782,35294,11742,205424.9585833782
2022,5,LOC_040,Houston,Food Court,258095.33984126826,161511.70133535156,26217,4430,157081.70133535156
2022,5,LOC_041,Miami,Street,44671.11329143564,27970.50958315217,4557,6059,21911.50958315217
2022,5,LOC_042,Chicago,Mall,141944.63818740862,88862.14216792583,14618,8819,80043.14216792583
2022,5,LOC_043,Los Angeles,Mall,171216.34953450976,107109.26517703419,17471,8597,98512.26517703419
2022,5,LOC_044,Chicago,Airport,371198.09868301614,232230.2883574531,37742,12051,220179.2883574531
2022,5,LOC_045,Chicago,Mall,220614.79624976084,138210.76116044697,22398,8248,129962.76116044697
2022,5,LOC_046,Los Angeles,Standalone,31612.580708043923,19719.302014311368,3249,4627,15092.302014311368
2022,5,LOC_047,Chicago,Street,108993.35574727248,68225.14740267425,11118,6479,61746.14740267425
2022,5,LOC_048,Houston,Airport,468565.1022724967,293045.4290085692,47674,12700,280345.4290085692
2022,5,LOC_049,Houston,Street,76911.93047080091,48087.94468352935,7855,5663,42424.94468352935
2022,5,LOC_050,Chicago,Street,123422.76590870802,77275.74238677991,12699,6853,70422.74238677991
2022,6,LOC_001,New York,Mall,200277.73138282882,125510.16504185002,20338,8126,117384.16504185002
2022,6,LOC_002,Chicago,Street,138269.99867543767,86487.38571579255,14049,6095,80392.38571579255
2022,6,LOC_003,Los Angeles,Street,99692.97160977182,62168.886138470996,10138,5466,56702.886138470996
2022,6,LOC_004,New York,Standalone,61610.080789960724,38480.407584423316,6370,4871,33609.407584423316
2022,6,LOC_005,New York,Standalone,94293.4382597395,59039.742849476526,9632,4343,54696.742849476526
2022,6,LOC_006,Houston,Mall,151503.48000683103,94912.90525226662,15511,8215,86697.90525226662
2022,6,LOC_007,New York,Mall,156846.45534498096,98160.50837040205,15972,7459,90701.50837040205
2022,6,LOC_008,Los Angeles,Street,69205.24319827787,43388.28266244858,7042,5747,37641.28266244858
2022,6,LOC_009,Miami,Standalone,66536.41059365563,41481.716145697676,6818,5082,36399.716145697676
2022,6,LOC_010,New York,Standalone,72291.9178960311,45332.53044350431,7416,5806,39526.53044350431
2022,6,LOC_011,Los Angeles,Standalone,48221.49721713262,30248.351643661426,4958,4562,25686.351643661426
2022,6,LOC_012,Houston,Street,117448.34386825004,73485.82595540203,11991,6528,66957.82595540203
2022,6,LOC_013,Houston,Standalone,55803.04923347978,34972.478078534186,5745,4020,30952.478078534186
2022,6,LOC_014,Chicago,Mall,164062.31420814645,102444.01113884934,16686,7600,94844.01113884934
2022,6,LOC_015,Los Angeles,Airport,313966.54865087493,196124.52367161537,32110,11776,184348.52367161537
2022,6,LOC_016,Chicago,Food Court,357728.7623851026,223888.39492645342,36609,4363,219525.39492645342
2022,6,LOC_017,Los Angeles,Street,137600.60349391442,86025.90395012221,14100,5205,80820.90395012221
2022,6,LOC_018,Chicago,Mall,190404.50456626428,119098.26407570219,19445,8021,111077.26407570219
2022,6,LOC_019,New York,Airport,385993.30494193785,241370.67072156694,39491,12795,228575.67072156694
2022,6,LOC_020,New York,Food Court,264054.3051355173,165098.13525165242,27025,3729,161369.13525165242
2022,6,LOC_021,Chicago,Standalone,38217.37811768594,23891.581371315584,3952,5981,17910.581371315584
2022,6,LOC_022,Chicago,Mall,203706.86870597606,127623.26335573476,20884,8294,119329.26335573476
2022,6,LOC_023,Houston,Standalone,45631.292122142644,28531.39871356604,4620,5725,22806.39871356604
2022,6,LOC_024,New York,Airport,516051.978073463,322677.5195579565,52778,12772,309905.5195579565
2022,6,LOC_025,New York,Standalone,93955.02946264863,58603.89429570523,9612,5945,52658.89429570523
2022,6,LOC_026,Chicago,Standalone,65916.22301468652,41018.81212453758,6774,4014,37004.81212453758
2022,6,LOC_027,Chicago,Standalone,77427.46192167432,48458.31075912087,7847,5367,43091.31075912087
2022,6,LOC_028,Los Angeles,Mall,218368.39333291686,136441.80318568813,22145,8162,128279.80318568813
2022,6,LOC_029,New York,Street,113747.05308958307,71274.8796245205,11590,5288,65986.8796245205
